Date,Close
1998-12-22,11.938132286071776
1998-12-23,12.22334098815918
1998-12-24,12.17677879333496
1998-12-28,12.211700439453123
1998-12-29,12.246628761291504
1998-12-30,12.200061798095703
1998-12-31,12.15349578857422
1999-01-04,12.293190002441406
1999-01-05,12.607501983642578
1999-01-06,12.980021476745604
1999-01-07,12.93928337097168
1999-01-08,12.991660118103027
1999-01-11,13.119715690612791
1999-01-12,12.76466178894043
1999-01-13,12.758841514587402
1999-01-14,12.584221839904783
1999-01-15,12.956744194030762
1999-01-19,13.404934883117676
1999-01-20,13.527169227600098
1999-01-21,13.177927017211914
1999-01-22,12.945101737976074
1999-01-25,13.17210865020752
1999-01-26,13.70178508758545
1999-01-27,13.410751342773438
1999-01-28,13.882220268249512
1999-01-29,14.085947036743164
1999-02-01,14.09758758544922
1999-02-02,13.858941078186035
1999-02-03,13.95789623260498
1999-02-04,13.480598449707031
1999-02-05,13.154647827148438
1999-02-08,13.375825881958008
1999-02-09,12.851967811584473
1999-02-10,12.945101737976074
1999-02-11,13.492242813110352
1999-02-12,12.956744194030762
1999-02-16,12.898536682128906
1999-02-17,12.607501983642578
1999-02-18,12.677348136901855
1999-02-19,12.793764114379885
1999-02-22,13.24778175354004
1999-02-23,13.422396659851074
1999-02-24,13.049880027770996
1999-02-25,13.084794044494627
1999-02-26,12.688994407653809
1999-03-01,12.630785942077637
1999-03-02,12.293190002441406
1999-03-03,12.502732276916504
1999-03-04,12.630785942077637
1999-03-05,12.92182159423828
1999-03-08,13.29434299468994
1999-03-09,13.154647827148438
1999-03-10,13.154647827148438
1999-03-11,13.13135814666748
1999-03-12,13.014946937561035
1999-03-15,13.2244873046875
1999-03-16,13.451495170593262
1999-03-17,13.364184379577637
1999-03-18,13.55044651031494
1999-03-19,13.2244873046875
1999-03-22,13.2244873046875
1999-03-23,12.840330123901367
1999-03-24,13.090616226196287
1999-03-25,13.3991117477417
1999-03-26,13.329261779785156
1999-03-29,13.829833984375
1999-03-30,13.806553840637209
1999-03-31,13.631939888000488
1999-04-01,13.847301483154297
1999-04-05,14.324586868286133
1999-04-06,14.446825981140137
1999-04-07,14.411906242370604
1999-04-08,14.551595687866213
1999-04-09,14.528312683105469
1999-04-12,14.30713176727295
1999-04-13,14.085947036743164
1999-04-14,13.736708641052246
1999-04-15,13.85311794281006
1999-04-16,13.480598449707031
1999-04-19,12.82868480682373
1999-04-20,13.154647827148438
1999-04-21,13.503886222839355
1999-04-22,14.126690864562988
1999-04-23,14.155795097351074
1999-04-26,14.516669273376465
1999-04-27,14.155795097351074
1999-04-28,13.969533920288086
1999-04-29,13.824019432067873
1999-04-30,13.713427543640137
1999-05-03,13.829833984375
1999-05-04,13.620299339294434
1999-05-05,13.899688720703123
1999-05-06,13.55044651031494
1999-05-07,13.783272743225098
1999-05-10,13.899688720703123
1999-05-11,14.10922908782959
1999-05-12,14.388614654541016
1999-05-13,14.34787654876709
1999-05-14,13.969533920288086
1999-05-17,14.16742992401123
1999-05-18,14.295488357543944
1999-05-19,14.342059135437012
1999-05-20,14.155795097351074
1999-05-21,13.992815971374512
1999-05-24,13.690140724182127
1999-05-25,13.404934883117676
1999-05-26,13.68432331085205
1999-05-27,13.585370063781738
1999-05-28,13.75999641418457
1999-06-01,13.451495170593262
1999-06-02,13.59701442718506
1999-06-03,13.503886222839355
1999-06-04,13.905508041381836
1999-06-07,14.155795097351074
1999-06-08,13.829833984375
1999-06-09,14.03937816619873
1999-06-10,13.829833984375
1999-06-11,13.64357566833496
1999-06-14,13.579553604125977
1999-06-15,13.70178508758545
1999-06-16,14.266386032104492
1999-06-17,14.423544883728027
1999-06-18,14.551595687866213
1999-06-21,14.918293952941896
1999-06-22,14.603985786437988
1999-06-23,14.71457290649414
1999-06-24,14.411906242370604
1999-06-25,14.429364204406738
1999-06-28,14.66800594329834
1999-06-29,14.854263305664062
1999-06-30,15.081274032592772
1999-07-01,15.250072479248049
1999-07-02,15.44797134399414
1999-07-06,15.360671043395996
1999-07-07,15.54110336303711
1999-07-08,15.750648498535156
1999-07-09,15.919445037841797
1999-07-12,15.942729949951172
1999-07-13,15.872888565063477
1999-07-14,16.070783615112305
1999-07-15,16.187196731567383
1999-07-16,16.33270835876465
1999-07-19,16.134807586669922
1999-07-20,15.465438842773438
1999-07-21,15.599313735961914
1999-07-22,15.116198539733888
